place_id,name,district,cuisine,price_level,is_tourist_area,star_rating,review_count,fqs,star_rank,fqs_rank,rank_delta,lat,lng,food_mention_rate,n_reviews,aspect_food,aspect_service,aspect_ambiance,aspect_price
ChIJHbaRPMK8pBIRy-G56bQKXiI,Cantonada Fusión Tapería & Arrocería,Sant Andreu,seafood,,False,4.1,626,1.0018,8,6,2,41.438752,2.197537,1.0,5,1.0018,0.9311381786789681,0.7438315052763917,0.9144187222978081
ChIJucUU5wy9pBIRH_0-Bgdx4p0,Oakberry Açai | La Maquinista,Sant Andreu,vegetarian,PRICE_LEVEL_MODERATE,False,4.3,68,0.4498,11,10,1,41.440342,2.198145,0.8,5,0.4498,-0.037132987411284214,1.0,1.0
ChIJxRwKr2y9pBIRAFkxDr-Shso,Ganga,Sant Andreu,vegetarian,,False,4.8,473,0.9455,8,4,4,41.430527,2.186105,0.8,5,0.9455,0.388082323232784,0.7970604962598199,
ChIJ1flM-Y69pBIRpwudhAZkZnU,Restaurante KAT(Chittomittho),Sant Andreu,vegetarian,PRICE_LEVEL_INEXPENSIVE,False,4.8,589,0.7036,4,9,-5,41.435797,2.184603,1.0,5,0.7036,-0.31655480109926915,0.5833988817785674,1.0
ChIJZZQYXHK9pBIR3Bx4UNiOVNY,TU CACHAPA.COM,Sant Andreu,vegetarian,PRICE_LEVEL_INEXPENSIVE,False,4.7,1761,0.4334,9,11,-2,41.425973,2.187886,1.0,5,0.4334,0.15904057540612979,0.5,
ChIJ9xD384a9pBIRG9JU4x3nUeA,"Aloha - Poké, Amanides & More",Sant Andreu,vegetarian,PRICE_LEVEL_INEXPENSIVE,False,4.1,491,0.3179,13,12,1,41.429722,2.189795,0.8,5,0.3179,0.6312124652158524,,0.22894349255603025
ChIJ_b5U2FCjpBIRlJ6bGUtwI8o,Mad Mad Vegan Barcelona,Sant Andreu,vegetarian,,False,4.9,1690,0.9455,3,1,2,41.38863,2.158666,1.0,5,0.9455,1.0,0.872393896566664,0.5
ChIJu1LVZdm9pBIRWN9ReM-H2ao,Cabrona de Barri,Sant Andreu,vegetarian,,False,4.8,266,0.9455,7,3,4,41.438464,2.19276,1.0,5,0.9455,1.0,0.7304933041776154,0.5
ChIJnTegiye9pBIRn2EZhpO7eBI,Chez Lola,Sant Andreu,vegetarian,PRICE_LEVEL_INEXPENSIVE,False,4.8,374,0.8183,6,7,-1,41.432033,2.183945,1.0,5,0.8183,0.9179017009300926,0.7415114529369365,0.996816344751679
ChIJG9lj5iajpBIRNIlqyQUR4Hg,Mundo Vegan,Sant Andreu,vegetarian,,False,4.8,487,0.1835,5,13,-8,41.388858,2.1569,0.8,5,0.1835,0.8003276884133733,0.8254884380803127,0.7
ChIJ9fqk2oW9pBIRKN-op9TeHv4,Wen Zhou Ramen,Sant Andreu,vegetarian,PRICE_LEVEL_INEXPENSIVE,False,4.4,445,0.9167,10,5,5,41.43567,2.190755,1.0,5,0.9167,1.0,1.0,0.5
ChIJNSGl2du8pBIRL1_f559PmX4,La Tropa,Sant Andreu,vegetarian,PRICE_LEVEL_MODERATE,False,4.2,1711,0.7263,12,8,4,41.433766,2.189498,1.0,5,0.7263,1.0,0.9047423896179351,0.4930875966588762
ChIJ4f-DqGqjpBIRLZEQ7m0bc8c,Morgentau. Restaurante Brunch Vegano Barcelona,Sant Andreu,vegetarian,,False,4.9,641,0.9019,2,6,-4,41.403824,2.195583,1.0,5,0.9019,1.0,1.0,0.8
ChIJi6eZh_SjpBIRb7jhSoBnlLI,Lúcuma,Sant Andreu,vegetarian,,False,5.0,42,0.9455,1,2,-1,41.408571,2.179723,1.0,5,0.9455,1.0,1.0,1.0
ChIJLblMMYu9pBIRGY-gYFA_OtA,HYPE HAMBURGUESAS SANT ANDREU,Sant Andreu,burger,,False,4.6,483,0.4308,7,15,-8,41.420679,2.18217,0.8,5,0.4308,0.5969518972075855,,
ChIJyUqUy0W9pBIRbRR1aTo4Koc,Singular Smash Burger,Sant Andreu,burger,,False,4.6,228,1.1419,8,3,5,41.423975,2.191196,1.0,5,1.1419,1.0,1.0,0.7926458993676037
ChIJGRYqXNejpBIR87YLI1r6dV0,Vilato Burger,Sant Andreu,burger,,False,4.8,226,0.8311,2,10,-8,41.417718,2.184056,1.0,5,0.8311,0.8189297837233456,0.8,0.7864837064566071
ChIJ6fsy3n-9pBIRpAvWPBMozQk,Smash Burger - La Sagrera,Sant Andreu,burger,,False,4.5,133,1.0825,10,5,5,41.423035,2.19102,1.0,5,1.0825,,0.913492308962834,
ChIJGWm5TcS9pBIRreC68FzGbKw,MDQ,Sant Andreu,burger,PRICE_LEVEL_MODERATE,False,4.5,1293,-0.4364,11,17,-6,41.431188,2.189225,1.0,5,-0.4364,1.0,0.0,0.5
ChIJBzFoEACjpBIRLD8jQr8yeKM,SMOQ BURGER,Sant Andreu,burger,,False,4.9,305,1.1419,1,1,0,41.407264,2.184246,1.0,5,1.1419,1.0,0.8247560835422847,0.5
ChIJB_f149u8pBIROpYlOu5TGw8,Frankfurt Sant Andreu,Sant Andreu,burger,PRICE_LEVEL_INEXPENSIVE,False,4.1,881,0.9765,16,8,8,41.434672,2.189545,1.0,5,0.9765,1.0,,
ChIJsxJMYVe9pBIRRgkHjeh6agQ,Smash Hiro | Hamburguesería en Sant Andreu,Sant Andreu,burger,,False,4.1,11,0.4879,17,14,3,41.441772,2.190254,1.0,5,0.4879,,,-0.004248419479945562
ChIJ516l4Om8pBIRt3ruhhBGivM,La Burguesa | Westfield la Maquinista,Sant Andreu,burger,PRICE_LEVEL_INEXPENSIVE,False,4.3,3528,-0.0753,12,16,-4,41.440069,2.198712,1.0,5,-0.0753,0.22449744751283204,0.5,-0.7424891790243945
ChIJ3VXCcSi9pBIRf8mYEOwMwio,Ovante,Sant Andreu,burger,PRICE_LEVEL_MODERATE,False,4.5,4613,0.6479,9,13,-4,41.430053,2.182705,1.0,5,0.6479,1.0,1.0,0.08014692269024828
ChIJN8BPCtS8pBIRLVrqY7W0Ycs,Antonia’s Burger X Cyclic Beer Farm,Sant Andreu,burger,,False,4.7,233,0.9982,4,7,-3,41.424403,2.189167,0.8,5,0.9982,1.0,0.12599213092041275,0.5755733606201628
ChIJHZoT2bajpBIRozqIbtk_0rY,Frankfurt Sant Andreu,Sant Andreu,burger,,False,4.8,116,1.1419,3,2,1,41.397599,2.180797,1.0,5,1.1419,0.9044768128614376,0.6187154182234634,
ChIJTQInjrGPpBIRwjfWGM-dWjE,TITI Burger Bar,Sant Andreu,burger,,False,4.3,115,1.0774,14,6,8,41.4492,1.967859,0.8,5,1.0774,0.8868901609813914,0.3716692858036824,0.7000000000000001
ChIJ67ACIWq9pBIR5R0KX0H9SSo,VICIO Sant Andreu | Takeaway & Delivery,Sant Andreu,burger,PRICE_LEVEL_MODERATE,False,4.3,738,0.9625,13,9,4,41.440629,2.189204,0.6,5,0.9625,-1.0,,
ChIJZZxHAw-jpBIRaw9ZoauKFEc,Smash House Burger,Sant Andreu,burger,,False,4.7,536,1.1087,5,4,1,41.411063,2.182466,1.0,5,1.1087,0.6207877561485282,0.08366122128979958,0.5
ChIJ6wVTgde8pBIRRBFFW9ohtOk,Livingstone,Sant Andreu,burger,PRICE_LEVEL_INEXPENSIVE,False,4.1,1553,0.6547,15,12,3,41.430388,2.186411,0.8,5,0.6547,0.6999999999999998,0.8,0.7
ChIJiSPXvam9pBIRmSDekovgD5Y,Hamburgueseria Goiko,Sant Andreu,burger,PRICE_LEVEL_MODERATE,False,4.7,5206,0.6625,6,11,-5,41.423088,2.1786,1.0,5,0.6625,-0.7198118915398689,-0.5,-0.7000000000000001
ChIJRZwaxte8pBIRcwJo9F8xkuY,PHO Restaurant Ramen,Sant Andreu,ramen,PRICE_LEVEL_INEXPENSIVE,False,4.2,359,0.9991,3,3,0,41.428401,2.185872,1.0,5,0.9991,0.4142967611825781,0.6766224261005573,1.0
ChIJ86wNbGu9pBIRKN-6QwnERoU,Wok&ramen house,Sant Andreu,ramen,,False,4.3,62,1.0526,2,1,1,41.43133,2.193079,1.0,5,1.0526,1.0,0.4630268719916653,1.0
ChIJoRJsdQC9pBIR_ffGx_IWgUM,Buga Ramen | Nou Barris,Sant Andreu,ramen,PRICE_LEVEL_MODERATE,False,4.6,514,1.0526,1,2,-1,41.438839,2.17526,1.0,5,1.0526,1.0,1.0,1.0
ChIJcy57WgC9pBIRMGZuw8nKHRs,Ox Lan Beef Noodle - 牛蘭仙牛肉面 - Restaurante de Noodles Chinos Barcelona,Sant Andreu,ramen,,False,3.9,201,0.6869,4,4,0,41.43029,2.18448,0.8,5,0.6869,-0.24351521994142686,1.0,1.0
ChIJWbIfBdy8pBIRjIK6_E8N1jk,Marilyn Restaurant Cocteleria,Sant Andreu,paella,PRICE_LEVEL_MODERATE,False,4.3,1326,0.8485,1,1,0,41.434945,2.189698,0.8,5,0.8485,0.9889235956683187,0.9762983449934846,0.5
ChIJGQZFklO9pBIR1emWHxiytQ0,Fogón del Castellano y Leonés,Sant Andreu,paella,PRICE_LEVEL_MODERATE,False,3.9,463,0.5406,4,2,2,41.44393,2.190364,1.0,5,0.5406,0.6109690754387629,0.546950224385623,0.43265721865820045
ChIJe6daOjC9pBIROFh3bK5A2xI,La Terrassa de Mercadal,Sant Andreu,paella,PRICE_LEVEL_MODERATE,False,4.0,637,0.3925,2,3,-1,41.434862,2.18863,1.0,5,0.3925,0.02685848978476935,0.4452704314490276,0.5452534320568228
ChIJj6dSvn29pBIRtJ-cq4ukIEc,LeChamp,Sant Andreu,paella,PRICE_LEVEL_INEXPENSIVE,False,4.0,760,0.3248,3,4,-1,41.437233,2.191393,1.0,5,0.3248,0.30684880760149075,0.3736604150885549,0.23561741399343816
ChIJh4FI6GGjpBIRzDfnG99gVvs,Dunk n Dips,Sant Andreu,brunch,,False,5.0,68,0.8393,1,6,-5,41.418009,2.185285,0.8,5,0.8393,0.8499968166376733,0.8500891466205227,
ChIJj7ovjl6jpBIRxB21A5H_rQE,My Friend Coffee Brunch Halal,Sant Andreu,brunch,,False,4.9,356,0.857,2,4,-2,41.405966,2.172209,1.0,5,0.857,0.9587693062584071,0.6503639887424222,
ChIJ14_UKdq8pBIRtJBOnlM_GMg,Several cafè,Sant Andreu,brunch,PRICE_LEVEL_MODERATE,False,4.6,2061,0.8209,8,7,1,41.432571,2.189174,1.0,5,0.8209,0.7027343195817981,0.7651022746514176,
ChIJm7ogiJyjpBIRFt5bxoHIYX4,Café Rio,Sant Andreu,brunch,,False,4.9,137,0.8517,3,5,-2,41.408201,2.169378,1.0,5,0.8517,0.8556434577022005,0.7766647270705523,0.8
ChIJ_zFTVgCjpBIRPJB_MN1Rt4U,Bloome by Sasha,Sant Andreu,brunch,,False,4.8,3135,0.8805,4,2,2,41.407412,2.174226,1.0,5,0.8805,0.7,0.7211134480144018,
ChIJjao6JNq8pBIRx5kqQKOsteA,Aromes Sant Andreu,Sant Andreu,brunch,PRICE_LEVEL_MODERATE,False,4.2,1237,0.2542,10,10,0,41.432116,2.189415,0.8,5,0.2542,0.6647441436401178,-0.19218937778197634,
ChIJGSlyM8ajpBIRHt12uun5A3E,"Wake | Brunch, Specialty Coffee",Sant Andreu,brunch,,False,4.7,647,0.8696,5,3,2,41.407489,2.180538,1.0,5,0.8696,1.0,1.0,0.8140591505316205
ChIJMfEis-CipBIRTwj_y1yzGg0,Lilo Esmorzars Barcelona | Sagrada Família,Sant Andreu,brunch,PRICE_LEVEL_MODERATE,False,4.7,5495,0.7419,6,8,-2,41.399845,2.179484,1.0,5,0.7419,1.0,1.0,
ChIJ5USy0jmjpBIRwyyGx1QN0-g,Food O'clock,Sant Andreu,brunch,,False,4.6,270,0.6507,9,9,0,41.408389,2.171657,1.0,5,0.6507,0.6452385535798414,0.5862177361729288,0.5
ChIJn773in29pBIRU20WyDVR0tA,Olas Brunch & Coffee,Sant Andreu,brunch,,False,4.7,68,0.9394,7,1,6,41.43046,2.182407,1.0,5,0.9394,1.0,1.0,1.0
ChIJwyb29iujpBIRbOhvqRmk36Q,Sagradas Tapas,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.7,11993,0.9536,11,3,8,41.408516,2.174511,1.0,5,0.9536,0.6790372181990618,1.0,1.0
ChIJOz6kWZGipBIR-dPpNFs_4LY,Vivo Tapas,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.8,23639,0.8469,4,5,-1,41.395166,2.159628,1.0,5,0.8469,0.6798350133020974,0.1816714315150181,
ChIJB49_ZP-jpBIRSuvez4kvxUo,Secret tapes,Eixample,tapas,,,4.9,2267,0.9536,1,1,0,41.394588,2.15383,1.0,5,0.9536,1.0,1.0,1.0
ChIJf8Zst1-jpBIRkov6YZvFOpY,Local Tapas,Eixample,tapas,,,4.7,10232,0.9536,10,2,8,41.387623,2.160211,1.0,5,0.9536,0.6226128817400947,0.29077482062757465,0.5
ChIJ2Z6YFB2jpBIR79U7YFJZoWw,LOKAL BAR,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.7,2804,0.8458,5,6,-1,41.396332,2.167225,1.0,5,0.8458,0.8603465465120465,1.0,0.5
ChIJ_0MAT42ipBIRzRp5sSdFQL4,2254 Barcelona Restaurant,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.7,8257,0.3219,9,15,-6,41.390125,2.164202,1.0,5,0.3219,0.3118816559084614,1.0,-1.0
ChIJXdpIB8ejpBIRiN8FofL57VA,Bar Eixample,Eixample,tapas,,,4.7,706,0.815,8,8,0,41.391431,2.152381,1.0,5,0.815,0.9176278102110619,0.5778933612254159,0.7
ChIJ21Q6JDOjpBIR-nh2cxLHR_M,Faire - Tapas & Wine,Eixample,tapas,,,4.8,946,0.7276,3,12,-9,41.395166,2.1705,1.0,5,0.7276,0.7144496177023041,0.5150150047789845,
ChIJKX63WxqjpBIRL0vPBgPHlpA,GiGi von tapas,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.7,3882,0.6626,6,14,-8,41.400139,2.179465,1.0,5,0.6626,0.8748051111490798,0.5,0.699126372024008
ChIJs9BCkNejpBIRlkboD_gXYzc,Corte de Manga l Restaurante de Tapas Barcelona,Eixample,tapas,,,4.6,562,0.831,12,7,5,41.383997,2.156548,0.8,5,0.831,0.2515817322818343,0.7100504600803668,
ChIJbUeDbIyipBIRhf2n9OIXpig,La Flauta | Aribau,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.5,13035,0.1601,15,16,-1,41.38686,2.161064,0.8,5,0.1601,0.28924763389284686,,-0.12301072952644261
ChIJg59zG92jpBIRXC2rmGX6OLY,La Candelaria Tapas Bar Barcelona,Eixample,tapas,,,4.9,80,0.9146,2,4,-2,41.395708,2.170238,1.0,5,0.9146,0.8829445898099714,0.8502520669810596,
ChIJSR2zmsCjpBIRt1mMQLtYfho,BORO Bar,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.7,2372,0.7709,7,11,-4,41.392511,2.170044,1.0,5,0.7709,0.7820805207904739,0.6241255558566715,-0.2
ChIJ3XUCr0K5Z0ARbKq1CqAKgJQ,Vinitus,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.5,17199,0.6793,13,13,0,41.390026,2.164048,1.0,5,0.6793,0.6749454214968759,0.6066021299397061,0.6
ChIJhytlk2ejpBIR0zmFsuskZnw,Season Tapas Restaurant,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.4,2608,0.8077,16,10,6,41.391354,2.155212,0.8,5,0.8077,0.8486267597542033,0.7000000000000001,
ChIJ7SbGR5ajpBIRBm3yYxlYIWM,Bar Anita,Eixample,tapas,PRICE_LEVEL_MODERATE,,4.5,5535,0.8124,14,9,5,41.395757,2.171581,1.0,5,0.8124,0.8421495059304673,,0.20883639133183576
ChIJpXuzyuKjpBIRtRtH7c0QV3w,YOI SHOKU,Eixample,japanese,,,4.8,139,1.0755,4,3,1,41.396079,2.17481,1.0,5,1.0755,0.9357213017902826,0.6293546199815654,-0.4000000000000001
ChIJ2_i2C-ujpBIRi-CG3d8yg2U,SUN TAKA,Eixample,japanese,PRICE_LEVEL_MODERATE,,4.6,937,0.5809,8,10,-2,41.397386,2.165867,1.0,5,0.5809,0.23026219884060242,1.0,
ChIJz4Sej-qipBIRIkPS2hedl7M,Aiueno,Eixample,japanese,PRICE_LEVEL_MODERATE,,4.6,1194,1.095,13,1,12,41.400213,2.166656,1.0,5,1.095,1.0,0.7455982699546883,0.7761093078869948
ChIJffd6zvGjpBIRWUQMkf7TFdc,KIWAMI,Eixample,japanese,PRICE_LEVEL_MODERATE,,4.8,565,0.9851,3,4,-1,41.407035,2.17823,1.0,5,0.9851,1.0,0.5639972034141535,
ChIJQSB4GI6ipBIR0owzy0TgXoY,Robata,Eixample,japanese,PRICE_LEVEL_EXPENSIVE,,4.6,8926,0.5424,11,11,0,41.390463,2.158426,1.0,5,0.5424,0.6851330636683438,-0.006426061342346598,
ChIJpQgpLmOjpBIRv1xWkIPzT7I,Hakone Eixample,Eixample,japanese,,,4.7,520,0.2696,7,12,-5,41.388657,2.158338,1.0,5,0.2696,0.7735887288015034,-0.12068876754250477,0.0
ChIJURnDMyujpBIR5UEoA1aVmos,Yamato BBQ Barcelona,Eixample,japanese,,,4.8,1126,0.8429,2,6,-4,41.402763,2.177048,1.0,5,0.8429,0.7768099134229763,0.5479565135857769,0.6999999999999998
ChIJpTPXIj2jpBIRBvoJokYVZW8,Akiro Hand Roll Bar,Eixample,japanese,,,4.9,5145,1.0755,1,2,-1,41.392146,2.159951,1.0,5,1.0755,0.950982002462148,,
ChIJwaqxIuyipBIR_X_o_CfX_VE,sato i tanaka,Eixample,japanese,PRICE_LEVEL_EXPENSIVE,,4.8,1113,0.8141,5,8,-3,41.394546,2.168949,1.0,5,0.8141,0.03882047055835498,1.0,-0.532513460859729
ChIJ7Qxu3lijpBIRMWBzw8lyJRY,Takkoshu | Takko Japonés & Anime | Restaurante Japonesa,Eixample,japanese,,,4.6,515,0.2517,9,13,-4,41.386346,2.161423,0.8,5,0.2517,0.19462634441840837,-0.01668374533136617,0.3728850539084074
ChIJ916E1gKjpBIR7w5AXHmpfr0,Hiraya,Eixample,japanese,,,4.7,589,0.8835,6,5,1,41.396279,2.182001,1.0,5,0.8835,0.8937369653273518,-0.33388756783736934,0.5
ChIJ7YtbDgCjpBIR1CyU-o_eB-M,Kasa Japo,Eixample,japanese,,,4.6,111,0.7949,10,9,1,41.39748,2.160411,1.0,5,0.7949,0.7471891560835748,,-0.3
ChIJj-ZMHaCjpBIREJ5-IHP5TnA,Keanu Izakaya Bar,Eixample,japanese,,,4.6,534,0.8213,12,7,5,41.394548,2.154173,1.0,5,0.8213,0.9499715349891135,0.5552472248245138,-0.5
ChIJKUfQiX6jpBIRtAqpF9B0ey8,Anema E Core,Eixample,italian,PRICE_LEVEL_MODERATE,,4.8,2211,0.8502,4,7,-3,41.392973,2.156732,1.0,5,0.8502,0.9470870835000388,0.6465812241773781,
ChIJ7YU7Fn6jpBIRE-ur8uBlBrg,Gloria Osteria Barcelona,Eixample,italian,,,4.8,10331,0.8714,1,6,-5,41.392987,2.155905,1.0,5,0.8714,0.9392930375054053,0.8795037860477192,
ChIJs3edLP6jpBIRBriM7w2-SOQ,Ostaia - Eixample | Osteria Genovese,Eixample,italian,PRICE_LEVEL_MODERATE,,4.7,1499,0.8216,10,8,2,41.388584,2.159473,1.0,5,0.8216,0.7814089299083855,0.567804589564171,-0.2076687775999043
ChIJH7b8ejCjpBIRYJkeuZTaXbM,Ana's - Restaurante italiano en Barcelona & Cocktail Bar,Eixample,italian,,,4.7,559,0.1803,6,14,-8,41.390906,2.167522,1.0,5,0.1803,0.4545445046906443,0.7,-0.8457249190739599
ChIJlWor8tyipBIRW6Svhmt1Z28,Tuscania Mediterranean Food & Wine - Sagrada Familia,Eixample,italian,PRICE_LEVEL_MODERATE,,4.7,5092,0.5669,9,12,-3,41.404117,2.176508,1.0,5,0.5669,0.6269648201116561,1.0,1.0
ChIJuwsi6-2ipBIRi8zh5nFfS_Q,Musiu | Restaurante Italiano Barcelona,Eixample,italian,PRICE_LEVEL_INEXPENSIVE,,4.6,2395,0.5772,13,11,2,41.391936,2.168432,1.0,5,0.5772,0.3906976257820266,0.5898093935264426,
ChIJefmo1-2ipBIRBr5cUyZ1Qt0,Luigi Ristorante - Roger de Llúria,Eixample,italian,PRICE_LEVEL_MODERATE,,4.4,7085,0.5626,14,13,1,41.392837,2.169443,1.0,5,0.5626,0.5829586799277411,0.7579360835137958,0.8
ChIJEVY1z4ijpBIRrBkEBmHJgTs,Feva,Eixample,italian,,,4.8,332,0.9313,3,1,2,41.397859,2.184146,1.0,5,0.9313,1.0,1.0,
ChIJ_bT7uQGjpBIRMNB36-WjcVw,Don Kilo Restaurant italià,Eixample,italian,PRICE_LEVEL_MODERATE,,4.7,10582,0.9313,8,2,6,41.397897,2.166907,1.0,5,0.9313,1.0,1.0,
ChIJY2eOTRijpBIR6AySFNYrMns,RUA Taverna Gastronòmica,Eixample,italian,,,4.8,545,0.8785,5,5,0,41.390301,2.157169,1.0,5,0.8785,1.0,1.0,1.0
ChIJU4u6ZoSipBIRweDTPlRgN4A,Gusto Restaurant,Eixample,italian,PRICE_LEVEL_MODERATE,,4.7,12705,0.8857,7,4,3,41.388324,2.150894,1.0,5,0.8857,0.7266148342016115,0.09910497349427916,-0.4349441689603662
ChIJRRghH6SjpBIRl8uWlAU3Fk4,IT - Italian Trattoria,Eixample,italian,,,4.6,3919,0.7946,12,9,3,41.387204,2.167634,1.0,5,0.7946,0.8378677399975911,0.3699143113102018,1.0
ChIJwzCDVBWjpBIR_jqe7zSk358,Algrano Bistro | Eixample,Eixample,italian,,,4.7,180,0.9313,11,3,8,41.392967,2.175108,0.8,5,0.9313,1.0,1.0,1.0
ChIJC5HEXACjpBIRS3tdYdkxRy8,Mizzica de Enric Granados | Restaurante Italiano Barcelona,Eixample,italian,,,4.8,4568,0.6148,2,10,-8,41.3876,2.162247,1.0,5,0.6148,0.8643114074399298,1.0,
ChIJh96cvCajpBIRcB9a-915edU,MERCADER EIXAMPLE | Restaurant Barcelona,Eixample,catalan,,,4.7,118,0.9405,9,3,6,41.39233,2.160347,1.0,5,0.9405,1.0,0.900533421234591,
ChIJcVA_AeyipBIR7AVyApkU0Ow,Casa Amàlia,Eixample,catalan,PRICE_LEVEL_MODERATE,,4.7,11334,0.794,8,10,-2,41.396265,2.168521,1.0,5,0.794,0.708369861754013,0.0,0.5
ChIJC0fEk9yipBIRmGHcNrysUrc,El Tastet de l'Artur - Cuina Catalana a l'Eixample,Eixample,catalan,,,4.7,1321,0.8286,5,8,-3,41.404722,2.176111,1.0,5,0.8286,0.47145049862882726,-0.041618154273520856,
ChIJBzonFPujpBIRNJyxRDm-zZs,Rincón Català,Eixample,catalan,,,4.8,305,0.8705,2,5,-3,41.386939,2.154905,0.8,5,0.8705,1.0,0.6780481017817559,0.0
ChIJ2XFL1-uipBIRBnHqrNR8QV0,Teòric Taverna Gastronòmica,Eixample,catalan,PRICE_LEVEL_MODERATE,,4.8,2298,0.7248,1,14,-13,41.397836,2.169292,1.0,5,0.7248,0.726808049877208,1.0,0.767850856524269
ChIJZ45huwCjpBIRA2de0hBdZAg,ABANIC,Eixample,catalan,,,4.8,10375,0.7393,4,13,-9,41.392773,2.15643,1.0,5,0.7393,1.0,0.8269164771577361,-0.3451090865620161
ChIJKeo9JEGjpBIRQnwaE4XulwY,Bullanga | Barcelona,Eixample,catalan,PRICE_LEVEL_INEXPENSIVE,,4.7,566,0.9405,6,2,4,41.399632,2.179177,1.0,5,0.9405,1.0,,0.5
ChIJW5jXll6jpBIRB2GCSGz4tPE,Restaurant Gaudeix Barcelona,Eixample,catalan,,,4.7,4354,0.8405,7,7,0,41.408704,2.174507,1.0,5,0.8405,1.0,0.5,0.5
ChIJD6OcegCjpBIR7ejNZdD-N_k,Bodega La Capitana,Eixample,catalan,,,4.8,86,0.9405,3,1,2,41.386044,2.161101,0.8,5,0.9405,0.7926565090859214,0.8652210078557983,0.5
ChIJvYPMM92ipBIR7AmggU3vNY8,Jamón y Vino,Eixample,catalan,PRICE_LEVEL_MODERATE,,4.7,7463,0.7975,10,9,1,41.402508,2.174702,1.0,5,0.7975,0.8241440083215665,0.647959640503233,
ChIJDRMW_s-ipBIRCHZ5Zsx_xnk,Braseria Cal Ramon,Eixample,catalan,PRICE_LEVEL_MODERATE,,4.3,1948,0.8498,14,6,8,41.410646,2.174508,1.0,5,0.8498,0.8838689851496604,1.0,1.0
ChIJqbtM4o2ipBIRrMyfwmj0UA4,3 Focs,Eixample,catalan,PRICE_LEVEL_MODERATE,,4.6,8899,0.9405,12,4,8,41.39026,2.159844,1.0,5,0.9405,1.0,1.0,1.0
ChIJawsMD42ipBIRO1xXCzZZkFQ,Restaurant L'Olivé,Eixample,catalan,PRICE_LEVEL_EXPENSIVE,,4.6,2761,0.7594,11,11,0,41.389096,2.162683,1.0,5,0.7594,0.8263318807783623,0.804195889864302,0.0
ChIJsRrHPPCipBIR-ba-jHvYGBk,Casa Alfonso,Eixample,catalan,PRICE_LEVEL_MODERATE,,4.4,4187,0.7499,13,12,1,41.390146,2.173184,1.0,5,0.7499,0.6587786009281481,1.0,0.16026321775431346
ChIJQR2BJIyipBIR5DWQRXQcr74,La Maroteca l Marisqueria Barcelona,Eixample,seafood,,,4.5,668,1.0146,5,2,3,41.397726,2.167842,1.0,5,1.0146,1.0,,0.0
ChIJnelmZeuipBIRFjx7_qK3HFM,La Muscleria,Eixample,seafood,PRICE_LEVEL_INEXPENSIVE,,4.4,4451,0.535,8,11,-3,41.396408,2.166213,1.0,5,0.535,0.2970378181011174,-0.12800735408767228,
ChIJwchH296ipBIRhIDWmsCmgrg,Maris&Co,Eixample,seafood,PRICE_LEVEL_MODERATE,,4.5,594,0.945,7,4,3,41.398993,2.178872,1.0,5,0.945,0.9902672160021151,0.7000000000000001,0.5
ChIJo9a8zYWipBIRbExm8o2jDd8,O'Retorno,Eixample,seafood,PRICE_LEVEL_MODERATE,,4.4,8576,0.7742,9,5,4,41.386873,2.152742,1.0,5,0.7742,,0.6192597637261891,0.7131704228715694
ChIJaWwEYxqjpBIRBweS5Nnc2HY,Fishology Restaurant,Eixample,seafood,,,4.7,522,0.7013,2,8,-6,41.381071,2.154481,1.0,5,0.7013,1.0,0.7932836437497364,-0.20000000000000004
ChIJuxH3voWipBIRY-fBZ7lBUao,Porvenir,Eixample,seafood,PRICE_LEVEL_MODERATE,,4.6,3458,0.6046,3,10,-7,41.387566,2.153474,1.0,5,0.6046,0.33334119990588185,-0.05947896589420118,0.7797394829471006
ChIJvxatuQ2jpBIRuYby_qoVujw,El Cangrejo Loco | Eixample,Eixample,seafood,PRICE_LEVEL_MODERATE,,4.2,3764,0.7513,11,6,5,41.390848,2.155641,1.0,5,0.7513,0.8217163635551804,0.751841467370915,0.6434327271103608
ChIJGUiRFn6ipBIRpgFWgyLRYY0,O'Peregrino,Eixample,seafood,,,4.5,390,1.0146,4,1,3,41.385624,2.156404,1.0,5,1.0146,1.0,0.901967623030386,
ChIJB8RdKN2ipBIROBfKUx7r86Y,Els Porxos | Seafood & Mediterranean Restaurant en Sagrada Família,Eixample,seafood,,,4.3,2301,0.6217,10,9,1,41.403039,2.175092,1.0,5,0.6217,0.752736166381523,0.42659349240918704,0.5
ChIJZ3nWkAmjpBIRl3LaTnoj19w,Distrito Mediterráneo Restaurant,Eixample,seafood,,,4.9,641,1.0146,1,3,-2,41.408964,2.172697,1.0,5,1.0146,0.8526529577288599,0.8602866429909803,0.5
